"date","hits","keyword","geo","gprop","category"
2012-07-01,"28","make in india","IN","web",0
2012-08-01,"27","make in india","IN","web",0
2012-09-01,"28","make in india","IN","web",0
2012-10-01,"27","make in india","IN","web",0
2012-11-01,"26","make in india","IN","web",0
2012-12-01,"24","make in india","IN","web",0
2013-01-01,"27","make in india","IN","web",0
2013-02-01,"27","make in india","IN","web",0
2013-03-01,"26","make in india","IN","web",0
2013-04-01,"25","make in india","IN","web",0
2013-05-01,"27","make in india","IN","web",0
2013-06-01,"28","make in india","IN","web",0
2013-07-01,"26","make in india","IN","web",0
2013-08-01,"27","make in india","IN","web",0
2013-09-01,"27","make in india","IN","web",0
2013-10-01,"26","make in india","IN","web",0
2013-11-01,"27","make in india","IN","web",0
2013-12-01,"25","make in india","IN","web",0
2014-01-01,"23","make in india","IN","web",0
2014-02-01,"23","make in india","IN","web",0
2014-03-01,"23","make in india","IN","web",0
2014-04-01,"23","make in india","IN","web",0
2014-05-01,"25","make in india","IN","web",0
2014-06-01,"24","make in india","IN","web",0
2014-07-01,"25","make in india","IN","web",0
2014-08-01,"26","make in india","IN","web",0
2014-09-01,"51","make in india","IN","web",0
2014-10-01,"37","make in india","IN","web",0
2014-11-01,"38","make in india","IN","web",0
2014-12-01,"36","make in india","IN","web",0
2015-01-01,"44","make in india","IN","web",0
2015-02-01,"41","make in india","IN","web",0
2015-03-01,"36","make in india","IN","web",0
2015-04-01,"39","make in india","IN","web",0
2015-05-01,"37","make in india","IN","web",0
2015-06-01,"38","make in india","IN","web",0
2015-07-01,"35","make in india","IN","web",0
2015-08-01,"36","make in india","IN","web",0
2015-09-01,"38","make in india","IN","web",0
2015-10-01,"36","make in india","IN","web",0
2015-11-01,"35","make in india","IN","web",0
2015-12-01,"36","make in india","IN","web",0
2016-01-01,"43","make in india","IN","web",0
2016-02-01,"100","make in india","IN","web",0
2016-03-01,"36","make in india","IN","web",0
2016-04-01,"35","make in india","IN","web",0
2016-05-01,"32","make in india","IN","web",0
2016-06-01,"33","make in india","IN","web",0
2016-07-01,"32","make in india","IN","web",0
2016-08-01,"30","make in india","IN","web",0
2016-09-01,"29","make in india","IN","web",0
2016-10-01,"27","make in india","IN","web",0
2016-11-01,"26","make in india","IN","web",0
2016-12-01,"23","make in india","IN","web",0
2017-01-01,"26","make in india","IN","web",0
2017-02-01,"24","make in india","IN","web",0
2017-03-01,"24","make in india","IN","web",0
2017-04-01,"21","make in india","IN","web",0
2017-05-01,"21","make in india","IN","web",0
2017-06-01,"22","make in india","IN","web",0
2017-07-01,"21","make in india","IN","web",0
2017-08-01,"23","make in india","IN","web",0
2017-09-01,"27","make in india","IN","web",0
2017-10-01,"22","make in india","IN","web",0
2017-11-01,"22","make in india","IN","web",0
2017-12-01,"20","make in india","IN","web",0
2018-01-01,"21","make in india","IN","web",0
2018-02-01,"19","make in india","IN","web",0
2018-03-01,"17","make in india","IN","web",0
2018-04-01,"16","make in india","IN","web",0
2018-05-01,"17","make in india","IN","web",0
2018-06-01,"19","make in india","IN","web",0
2018-07-01,"16","make in india","IN","web",0
2018-08-01,"16","make in india","IN","web",0
2018-09-01,"14","make in india","IN","web",0
2018-10-01,"16","make in india","IN","web",0
2018-11-01,"13","make in india","IN","web",0
2018-12-01,"14","make in india","IN","web",0
2004-01-01,"0","pmkvy","IN","web",0
2004-02-01,"0","pmkvy","IN","web",0
2004-03-01,"0","pmkvy","IN","web",0
2004-04-01,"0","pmkvy","IN","web",0
2004-05-01,"0","pmkvy","IN","web",0
2004-06-01,"0","pmkvy","IN","web",0
2004-07-01,"0","pmkvy","IN","web",0
2004-08-01,"0","pmkvy","IN","web",0
2004-09-01,"0","pmkvy","IN","web",0
2004-10-01,"0","pmkvy","IN","web",0
2004-11-01,"0","pmkvy","IN","web",0
2004-12-01,"0","pmkvy","IN","web",0
2005-01-01,"0","pmkvy","IN","web",0
2005-02-01,"0","pmkvy","IN","web",0
2005-03-01,"0","pmkvy","IN","web",0
2005-04-01,"0","pmkvy","IN","web",0
2005-05-01,"0","pmkvy","IN","web",0
2005-06-01,"0","pmkvy","IN","web",0
2005-07-01,"0","pmkvy","IN","web",0
2005-08-01,"0","pmkvy","IN","web",0
2005-09-01,"0","pmkvy","IN","web",0
2005-10-01,"0","pmkvy","IN","web",0
2005-11-01,"0","pmkvy","IN","web",0
2005-12-01,"0","pmkvy","IN","web",0
2006-01-01,"0","pmkvy","IN","web",0
2006-02-01,"0","pmkvy","IN","web",0
2006-03-01,"0","pmkvy","IN","web",0
2006-04-01,"0","pmkvy","IN","web",0
2006-05-01,"0","pmkvy","IN","web",0
2006-06-01,"0","pmkvy","IN","web",0
2006-07-01,"0","pmkvy","IN","web",0
2006-08-01,"0","pmkvy","IN","web",0
2006-09-01,"0","pmkvy","IN","web",0
2006-10-01,"0","pmkvy","IN","web",0
2006-11-01,"0","pmkvy","IN","web",0
2006-12-01,"0","pmkvy","IN","web",0
2007-01-01,"0","pmkvy","IN","web",0
2007-02-01,"0","pmkvy","IN","web",0
2007-03-01,"0","pmkvy","IN","web",0
2007-04-01,"0","pmkvy","IN","web",0
2007-05-01,"0","pmkvy","IN","web",0
2007-06-01,"0","pmkvy","IN","web",0
2007-07-01,"0","pmkvy","IN","web",0
2007-08-01,"0","pmkvy","IN","web",0
2007-09-01,"0","pmkvy","IN","web",0
2007-10-01,"0","pmkvy","IN","web",0
2007-11-01,"0","pmkvy","IN","web",0
2007-12-01,"0","pmkvy","IN","web",0
2008-01-01,"0","pmkvy","IN","web",0
2008-02-01,"0","pmkvy","IN","web",0
2008-03-01,"0","pmkvy","IN","web",0
2008-04-01,"0","pmkvy","IN","web",0
2008-05-01,"0","pmkvy","IN","web",0
2008-06-01,"0","pmkvy","IN","web",0
2008-07-01,"0","pmkvy","IN","web",0
2008-08-01,"0","pmkvy","IN","web",0
2008-09-01,"0","pmkvy","IN","web",0
2008-10-01,"0","pmkvy","IN","web",0
2008-11-01,"0","pmkvy","IN","web",0
2008-12-01,"0","pmkvy","IN","web",0
2009-01-01,"0","pmkvy","IN","web",0
2009-02-01,"0","pmkvy","IN","web",0
2009-03-01,"0","pmkvy","IN","web",0
2009-04-01,"0","pmkvy","IN","web",0
2009-05-01,"0","pmkvy","IN","web",0
2009-06-01,"0","pmkvy","IN","web",0
2009-07-01,"0","pmkvy","IN","web",0
2009-08-01,"0","pmkvy","IN","web",0
2009-09-01,"0","pmkvy","IN","web",0
2009-10-01,"0","pmkvy","IN","web",0
2009-11-01,"0","pmkvy","IN","web",0
2009-12-01,"0","pmkvy","IN","web",0
2010-01-01,"0","pmkvy","IN","web",0
2010-02-01,"0","pmkvy","IN","web",0
2010-03-01,"0","pmkvy","IN","web",0
2010-04-01,"0","pmkvy","IN","web",0
2010-05-01,"0","pmkvy","IN","web",0
2010-06-01,"0","pmkvy","IN","web",0
2010-07-01,"0","pmkvy","IN","web",0
2010-08-01,"0","pmkvy","IN","web",0
2010-09-01,"0","pmkvy","IN","web",0
2010-10-01,"0","pmkvy","IN","web",0
2010-11-01,"0","pmkvy","IN","web",0
2010-12-01,"0","pmkvy","IN","web",0
2011-01-01,"0","pmkvy","IN","web",0
2011-02-01,"0","pmkvy","IN","web",0
2011-03-01,"0","pmkvy","IN","web",0
2011-04-01,"0","pmkvy","IN","web",0
2011-05-01,"0","pmkvy","IN","web",0
2011-06-01,"0","pmkvy","IN","web",0
2011-07-01,"0","pmkvy","IN","web",0
2011-08-01,"0","pmkvy","IN","web",0
2011-09-01,"0","pmkvy","IN","web",0
2011-10-01,"0","pmkvy","IN","web",0
2011-11-01,"0","pmkvy","IN","web",0
2011-12-01,"0","pmkvy","IN","web",0
2012-01-01,"0","pmkvy","IN","web",0
2012-02-01,"0","pmkvy","IN","web",0
2012-03-01,"0","pmkvy","IN","web",0
2012-04-01,"0","pmkvy","IN","web",0
2012-05-01,"0","pmkvy","IN","web",0
2012-06-01,"0","pmkvy","IN","web",0
2012-07-01,"0","pmkvy","IN","web",0
2012-08-01,"0","pmkvy","IN","web",0
2012-09-01,"0","pmkvy","IN","web",0
2012-10-01,"0","pmkvy","IN","web",0
2012-11-01,"0","pmkvy","IN","web",0
2012-12-01,"0","pmkvy","IN","web",0
2013-01-01,"0","pmkvy","IN","web",0
2013-02-01,"0","pmkvy","IN","web",0
2013-03-01,"0","pmkvy","IN","web",0
2013-04-01,"0","pmkvy","IN","web",0
2013-05-01,"0","pmkvy","IN","web",0
2013-06-01,"0","pmkvy","IN","web",0
2013-07-01,"0","pmkvy","IN","web",0
2013-08-01,"0","pmkvy","IN","web",0
2013-09-01,"0","pmkvy","IN","web",0
2013-10-01,"0","pmkvy","IN","web",0
2013-11-01,"0","pmkvy","IN","web",0
2013-12-01,"0","pmkvy","IN","web",0
2014-01-01,"0","pmkvy","IN","web",0
2014-02-01,"0","pmkvy","IN","web",0
2014-03-01,"0","pmkvy","IN","web",0
2014-04-01,"0","pmkvy","IN","web",0
2014-05-01,"0","pmkvy","IN","web",0
2014-06-01,"0","pmkvy","IN","web",0
2014-07-01,"0","pmkvy","IN","web",0
2014-08-01,"0","pmkvy","IN","web",0
2014-09-01,"0","pmkvy","IN","web",0
2014-10-01,"0","pmkvy","IN","web",0
2014-11-01,"0","pmkvy","IN","web",0
2014-12-01,"0","pmkvy","IN","web",0
2015-01-01,"0","pmkvy","IN","web",0
2015-02-01,"0","pmkvy","IN","web",0
2015-03-01,"1","pmkvy","IN","web",0
2015-04-01,"2","pmkvy","IN","web",0
2015-05-01,"12","pmkvy","IN","web",0
2015-06-01,"24","pmkvy","IN","web",0
2015-07-01,"37","pmkvy","IN","web",0
2015-08-01,"43","pmkvy","IN","web",0
2015-09-01,"67","pmkvy","IN","web",0
2015-10-01,"43","pmkvy","IN","web",0
2015-11-01,"32","pmkvy","IN","web",0
2015-12-01,"35","pmkvy","IN","web",0
2016-01-01,"51","pmkvy","IN","web",0
2016-02-01,"58","pmkvy","IN","web",0
2016-03-01,"51","pmkvy","IN","web",0
2016-04-01,"47","pmkvy","IN","web",0
2016-05-01,"47","pmkvy","IN","web",0
2016-06-01,"46","pmkvy","IN","web",0
2016-07-01,"46","pmkvy","IN","web",0
2016-08-01,"42","pmkvy","IN","web",0
2016-09-01,"43","pmkvy","IN","web",0
2016-10-01,"31","pmkvy","IN","web",0
2016-11-01,"38","pmkvy","IN","web",0
2016-12-01,"46","pmkvy","IN","web",0
2017-01-01,"53","pmkvy","IN","web",0
2017-02-01,"59","pmkvy","IN","web",0
2017-03-01,"76","pmkvy","IN","web",0
2017-04-01,"82","pmkvy","IN","web",0
2017-05-01,"94","pmkvy","IN","web",0
2017-06-01,"100","pmkvy","IN","web",0
2017-07-01,"88","pmkvy","IN","web",0
2017-08-01,"79","pmkvy","IN","web",0
2017-09-01,"83","pmkvy","IN","web",0
2017-10-01,"64","pmkvy","IN","web",0
2017-11-01,"71","pmkvy","IN","web",0
2017-12-01,"63","pmkvy","IN","web",0
2018-01-01,"67","pmkvy","IN","web",0
2018-02-01,"69","pmkvy","IN","web",0
2018-03-01,"64","pmkvy","IN","web",0
2018-04-01,"53","pmkvy","IN","web",0
2018-05-01,"53","pmkvy","IN","web",0
2018-06-01,"54","pmkvy","IN","web",0
2018-07-01,"54","pmkvy","IN","web",0
2018-08-01,"50","pmkvy","IN","web",0
2018-09-01,"44","pmkvy","IN","web",0
2018-10-01,"36","pmkvy","IN","web",0
2018-11-01,"28","pmkvy","IN","web",0
2018-12-01,"33","pmkvy","IN","web",0
2004-01-01,"0","skill india","IN","web",0
2004-02-01,"32","skill india","IN","web",0
2004-03-01,"40","skill india","IN","web",0
2004-04-01,"31","skill india","IN","web",0
2004-05-01,"0","skill india","IN","web",0
2004-06-01,"12","skill india","IN","web",0
2004-07-01,"12","skill india","IN","web",0
2004-08-01,"11","skill india","IN","web",0
2004-09-01,"11","skill india","IN","web",0
2004-10-01,"12","skill india","IN","web",0
2004-11-01,"27","skill india","IN","web",0
2004-12-01,"10","skill india","IN","web",0
2005-01-01,"15","skill india","IN","web",0
2005-02-01,"25","skill india","IN","web",0
2005-03-01,"13","skill india","IN","web",0
2005-04-01,"25","skill india","IN","web",0
2005-05-01,"17","skill india","IN","web",0
2005-06-01,"16","skill india","IN","web",0
2005-07-01,"15","skill india","IN","web",0
2005-08-01,"11","skill india","IN","web",0
2005-09-01,"11","skill india","IN","web",0
2005-10-01,"21","skill india","IN","web",0
2005-11-01,"30","skill india","IN","web",0
2005-12-01,"23","skill india","IN","web",0
2006-01-01,"18","skill india","IN","web",0
2006-02-01,"9","skill india","IN","web",0
2006-03-01,"19","skill india","IN","web",0
2006-04-01,"17","skill india","IN","web",0
2006-05-01,"17","skill india","IN","web",0
2006-06-01,"10","skill india","IN","web",0
2006-07-01,"19","skill india","IN","web",0
2006-08-01,"7","skill india","IN","web",0
2006-09-01,"13","skill india","IN","web",0
2006-10-01,"9","skill india","IN","web",0
2006-11-01,"16","skill india","IN","web",0
2006-12-01,"18","skill india","IN","web",0
2007-01-01,"15","skill india","IN","web",0
2007-02-01,"13","skill india","IN","web",0
2007-03-01,"15","skill india","IN","web",0
2007-04-01,"13","skill india","IN","web",0
2007-05-01,"10","skill india","IN","web",0
2007-06-01,"11","skill india","IN","web",0
2007-07-01,"16","skill india","IN","web",0
2007-08-01,"19","skill india","IN","web",0
2007-09-01,"19","skill india","IN","web",0
2007-10-01,"14","skill india","IN","web",0
2007-11-01,"19","skill india","IN","web",0
2007-12-01,"11","skill india","IN","web",0
2008-01-01,"17","skill india","IN","web",0
2008-02-01,"8","skill india","IN","web",0
2008-03-01,"17","skill india","IN","web",0
2008-04-01,"15","skill india","IN","web",0
2008-05-01,"13","skill india","IN","web",0
2008-06-01,"9","skill india","IN","web",0
2008-07-01,"8","skill india","IN","web",0
2008-08-01,"12","skill india","IN","web",0
2008-09-01,"11","skill india","IN","web",0
2008-10-01,"14","skill india","IN","web",0
2008-11-01,"20","skill india","IN","web",0
2008-12-01,"12","skill india","IN","web",0
2009-01-01,"9","skill india","IN","web",0
2009-02-01,"12","skill india","IN","web",0
2009-03-01,"12","skill india","IN","web",0
2009-04-01,"15","skill india","IN","web",0
2009-05-01,"7","skill india","IN","web",0
2009-06-01,"14","skill india","IN","web",0
2009-07-01,"20","skill india","IN","web",0
2009-08-01,"15","skill india","IN","web",0
2009-09-01,"9","skill india","IN","web",0
2009-10-01,"17","skill india","IN","web",0
2009-11-01,"9","skill india","IN","web",0
2009-12-01,"12","skill india","IN","web",0
2010-01-01,"12","skill india","IN","web",0
2010-02-01,"19","skill india","IN","web",0
2010-03-01,"14","skill india","IN","web",0
2010-04-01,"12","skill india","IN","web",0
2010-05-01,"13","skill india","IN","web",0
2010-06-01,"14","skill india","IN","web",0
2010-07-01,"11","skill india","IN","web",0
2010-08-01,"11","skill india","IN","web",0
2010-09-01,"10","skill india","IN","web",0
2010-10-01,"7","skill india","IN","web",0
2010-11-01,"9","skill india","IN","web",0
2010-12-01,"18","skill india","IN","web",0
2011-01-01,"7","skill india","IN","web",0
2011-02-01,"10","skill india","IN","web",0
2011-03-01,"8","skill india","IN","web",0
2011-04-01,"8","skill india","IN","web",0
2011-05-01,"9","skill india","IN","web",0
2011-06-01,"9","skill india","IN","web",0
2011-07-01,"10","skill india","IN","web",0
2011-08-01,"7","skill india","IN","web",0
2011-09-01,"10","skill india","IN","web",0
2011-10-01,"9","skill india","IN","web",0
2011-11-01,"9","skill india","IN","web",0
2011-12-01,"7","skill india","IN","web",0
2012-01-01,"10","skill india","IN","web",0
2012-02-01,"9","skill india","IN","web",0
2012-03-01,"9","skill india","IN","web",0
2012-04-01,"8","skill india","IN","web",0
2012-05-01,"9","skill india","IN","web",0
2012-06-01,"8","skill india","IN","web",0
2012-07-01,"9","skill india","IN","web",0
2012-08-01,"12","skill india","IN","web",0
2012-09-01,"9","skill india","IN","web",0
2012-10-01,"8","skill india","IN","web",0
2012-11-01,"8","skill india","IN","web",0
2012-12-01,"9","skill india","IN","web",0
2013-01-01,"9","skill india","IN","web",0
2013-02-01,"10","skill india","IN","web",0
2013-03-01,"11","skill india","IN","web",0
2013-04-01,"8","skill india","IN","web",0
2013-05-01,"11","skill india","IN","web",0
2013-06-01,"8","skill india","IN","web",0
2013-07-01,"11","skill india","IN","web",0
2013-08-01,"9","skill india","IN","web",0
2013-09-01,"11","skill india","IN","web",0
2013-10-01,"10","skill india","IN","web",0
2013-11-01,"11","skill india","IN","web",0
2013-12-01,"8","skill india","IN","web",0
2014-01-01,"10","skill india","IN","web",0
2014-02-01,"10","skill india","IN","web",0
2014-03-01,"10","skill india","IN","web",0
2014-04-01,"7","skill india","IN","web",0
2014-05-01,"8","skill india","IN","web",0
2014-06-01,"11","skill india","IN","web",0
2014-07-01,"14","skill india","IN","web",0
2014-08-01,"16","skill india","IN","web",0
2014-09-01,"17","skill india","IN","web",0
2014-10-01,"14","skill india","IN","web",0
2014-11-01,"17","skill india","IN","web",0
2014-12-01,"15","skill india","IN","web",0
2015-01-01,"15","skill india","IN","web",0
2015-02-01,"15","skill india","IN","web",0
2015-03-01,"18","skill india","IN","web",0
2015-04-01,"15","skill india","IN","web",0
2015-05-01,"15","skill india","IN","web",0
2015-06-01,"16","skill india","IN","web",0
2015-07-01,"39","skill india","IN","web",0
2015-08-01,"23","skill india","IN","web",0
2015-09-01,"25","skill india","IN","web",0
2015-10-01,"19","skill india","IN","web",0
2015-11-01,"16","skill india","IN","web",0
2015-12-01,"19","skill india","IN","web",0
2016-01-01,"82","skill india","IN","web",0
2016-02-01,"42","skill india","IN","web",0
2016-03-01,"28","skill india","IN","web",0
2016-04-01,"100","skill india","IN","web",0
2016-05-01,"73","skill india","IN","web",0
2016-06-01,"53","skill india","IN","web",0
2016-07-01,"47","skill india","IN","web",0
2016-08-01,"38","skill india","IN","web",0
2016-09-01,"33","skill india","IN","web",0
2016-10-01,"27","skill india","IN","web",0
2016-11-01,"27","skill india","IN","web",0
2016-12-01,"29","skill india","IN","web",0
2017-01-01,"26","skill india","IN","web",0
2017-02-01,"31","skill india","IN","web",0
2017-03-01,"35","skill india","IN","web",0
2017-04-01,"25","skill india","IN","web",0
2017-05-01,"27","skill india","IN","web",0
2017-06-01,"29","skill india","IN","web",0
2017-07-01,"31","skill india","IN","web",0
2017-08-01,"27","skill india","IN","web",0
2017-09-01,"28","skill india","IN","web",0
2017-10-01,"26","skill india","IN","web",0
2017-11-01,"26","skill india","IN","web",0
2017-12-01,"24","skill india","IN","web",0
2018-01-01,"26","skill india","IN","web",0
2018-02-01,"26","skill india","IN","web",0
2018-03-01,"25","skill india","IN","web",0
2018-04-01,"21","skill india","IN","web",0
2018-05-01,"20","skill india","IN","web",0
2018-06-01,"21","skill india","IN","web",0
2018-07-01,"26","skill india","IN","web",0
2018-08-01,"41","skill india","IN","web",0
2018-09-01,"32","skill india","IN","web",0
2018-10-01,"23","skill india","IN","web",0
2018-11-01,"20","skill india","IN","web",0
2018-12-01,"21","skill india","IN","web",0
2004-01-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2004-02-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2004-03-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2004-04-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2004-05-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2004-06-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2004-07-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2004-08-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2004-09-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2004-10-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2004-11-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2004-12-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2005-01-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2005-02-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2005-03-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2005-04-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2005-05-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2005-06-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2005-07-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2005-08-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2005-09-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2005-10-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2005-11-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2005-12-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2006-01-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2006-02-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2006-03-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2006-04-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2006-05-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2006-06-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2006-07-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2006-08-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2006-09-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2006-10-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2006-11-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2006-12-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2007-01-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2007-02-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2007-03-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2007-04-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2007-05-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2007-06-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2007-07-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2007-08-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2007-09-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2007-10-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2007-11-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2007-12-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2008-01-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2008-02-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2008-03-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2008-04-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
2008-05-01,"0","Pradhan Mantri Kaushal Vikas","IN","web",0
