"date","hits","keyword","geo","gprop","category"
2011-01-01,"24","connect to PM","IN","web",0
2011-02-01,"0","connect to PM","IN","web",0
2011-03-01,"0","connect to PM","IN","web",0
2011-04-01,"0","connect to PM","IN","web",0
2011-05-01,"0","connect to PM","IN","web",0
2011-06-01,"0","connect to PM","IN","web",0
2011-07-01,"36","connect to PM","IN","web",0
2011-08-01,"0","connect to PM","IN","web",0
2011-09-01,"0","connect to PM","IN","web",0
2011-10-01,"17","connect to PM","IN","web",0
2011-11-01,"0","connect to PM","IN","web",0
2011-12-01,"27","connect to PM","IN","web",0
2012-01-01,"26","connect to PM","IN","web",0
2012-02-01,"0","connect to PM","IN","web",0
2012-03-01,"12","connect to PM","IN","web",0
2012-04-01,"13","connect to PM","IN","web",0
2012-05-01,"0","connect to PM","IN","web",0
2012-06-01,"24","connect to PM","IN","web",0
2012-07-01,"11","connect to PM","IN","web",0
2012-08-01,"0","connect to PM","IN","web",0
2012-09-01,"0","connect to PM","IN","web",0
2012-10-01,"0","connect to PM","IN","web",0
2012-11-01,"11","connect to PM","IN","web",0
2012-12-01,"11","connect to PM","IN","web",0
2013-01-01,"0","connect to PM","IN","web",0
2013-02-01,"11","connect to PM","IN","web",0
2013-03-01,"10","connect to PM","IN","web",0
2013-04-01,"20","connect to PM","IN","web",0
2013-05-01,"0","connect to PM","IN","web",0
2013-06-01,"9","connect to PM","IN","web",0
2013-07-01,"17","connect to PM","IN","web",0
2013-08-01,"13","connect to PM","IN","web",0
2013-09-01,"0","connect to PM","IN","web",0
2013-10-01,"0","connect to PM","IN","web",0
2013-11-01,"0","connect to PM","IN","web",0
2013-12-01,"7","connect to PM","IN","web",0
2014-01-01,"0","connect to PM","IN","web",0
2014-02-01,"7","connect to PM","IN","web",0
2014-03-01,"0","connect to PM","IN","web",0
2014-04-01,"13","connect to PM","IN","web",0
2014-05-01,"24","connect to PM","IN","web",0
2014-06-01,"6","connect to PM","IN","web",0
2014-07-01,"7","connect to PM","IN","web",0
2014-08-01,"18","connect to PM","IN","web",0
2014-09-01,"29","connect to PM","IN","web",0
2014-10-01,"18","connect to PM","IN","web",0
2014-11-01,"7","connect to PM","IN","web",0
2014-12-01,"7","connect to PM","IN","web",0
2015-01-01,"0","connect to PM","IN","web",0
2015-02-01,"7","connect to PM","IN","web",0
2015-03-01,"0","connect to PM","IN","web",0
2015-04-01,"6","connect to PM","IN","web",0
2015-05-01,"6","connect to PM","IN","web",0
2015-06-01,"9","connect to PM","IN","web",0
2015-07-01,"12","connect to PM","IN","web",0
2015-08-01,"9","connect to PM","IN","web",0
2015-09-01,"15","connect to PM","IN","web",0
2015-10-01,"28","connect to PM","IN","web",0
2015-11-01,"13","connect to PM","IN","web",0
2015-12-01,"13","connect to PM","IN","web",0
2016-01-01,"8","connect to PM","IN","web",0
2016-02-01,"8","connect to PM","IN","web",0
2016-03-01,"10","connect to PM","IN","web",0
2016-04-01,"19","connect to PM","IN","web",0
2016-05-01,"10","connect to PM","IN","web",0
2016-06-01,"17","connect to PM","IN","web",0
2016-07-01,"16","connect to PM","IN","web",0
2016-08-01,"19","connect to PM","IN","web",0
2016-09-01,"12","connect to PM","IN","web",0
2016-10-01,"4","connect to PM","IN","web",0
2016-11-01,"13","connect to PM","IN","web",0
2016-12-01,"4","connect to PM","IN","web",0
2017-01-01,"15","connect to PM","IN","web",0
2017-02-01,"10","connect to PM","IN","web",0
2017-03-01,"18","connect to PM","IN","web",0
2017-04-01,"11","connect to PM","IN","web",0
2017-05-01,"11","connect to PM","IN","web",0
2017-06-01,"9","connect to PM","IN","web",0
2017-07-01,"12","connect to PM","IN","web",0
2017-08-01,"17","connect to PM","IN","web",0
2017-09-01,"8","connect to PM","IN","web",0
2017-10-01,"9","connect to PM","IN","web",0
2017-11-01,"11","connect to PM","IN","web",0
2017-12-01,"14","connect to PM","IN","web",0
2018-01-01,"8","connect to PM","IN","web",0
2018-02-01,"14","connect to PM","IN","web",0
2018-03-01,"5","connect to PM","IN","web",0
2018-04-01,"9","connect to PM","IN","web",0
2018-05-01,"11","connect to PM","IN","web",0
2018-06-01,"15","connect to PM","IN","web",0
2018-07-01,"8","connect to PM","IN","web",0
2018-08-01,"16","connect to PM","IN","web",0
2018-09-01,"5","connect to PM","IN","web",0
2018-10-01,"7","connect to PM","IN","web",0
2018-11-01,"11","connect to PM","IN","web",0
2018-12-01,"4","connect to PM","IN","web",0
2004-01-01,"2","narendra modi","IN","web",0
2004-02-01,"1","narendra modi","IN","web",0
2004-03-01,"0","narendra modi","IN","web",0
2004-04-01,"1","narendra modi","IN","web",0
2004-05-01,"1","narendra modi","IN","web",0
2004-06-01,"1","narendra modi","IN","web",0
2004-07-01,"1","narendra modi","IN","web",0
2004-08-01,"<1","narendra modi","IN","web",0
2004-09-01,"1","narendra modi","IN","web",0
2004-10-01,"1","narendra modi","IN","web",0
2004-11-01,"1","narendra modi","IN","web",0
2004-12-01,"<1","narendra modi","IN","web",0
2005-01-01,"<1","narendra modi","IN","web",0
2005-02-01,"<1","narendra modi","IN","web",0
2005-03-01,"2","narendra modi","IN","web",0
2005-04-01,"2","narendra modi","IN","web",0
2005-05-01,"1","narendra modi","IN","web",0
2005-06-01,"1","narendra modi","IN","web",0
2005-07-01,"<1","narendra modi","IN","web",0
2005-08-01,"1","narendra modi","IN","web",0
2005-09-01,"<1","narendra modi","IN","web",0
2005-10-01,"<1","narendra modi","IN","web",0
2005-11-01,"1","narendra modi","IN","web",0
2005-12-01,"1","narendra modi","IN","web",0
2006-01-01,"1","narendra modi","IN","web",0
2006-02-01,"1","narendra modi","IN","web",0
2006-03-01,"1","narendra modi","IN","web",0
2006-04-01,"1","narendra modi","IN","web",0
2006-05-01,"1","narendra modi","IN","web",0
2006-06-01,"<1","narendra modi","IN","web",0
2006-07-01,"1","narendra modi","IN","web",0
2006-08-01,"1","narendra modi","IN","web",0
2006-09-01,"1","narendra modi","IN","web",0
2006-10-01,"1","narendra modi","IN","web",0
2006-11-01,"1","narendra modi","IN","web",0
2006-12-01,"1","narendra modi","IN","web",0
2007-01-01,"1","narendra modi","IN","web",0
2007-02-01,"1","narendra modi","IN","web",0
2007-03-01,"<1","narendra modi","IN","web",0
2007-04-01,"1","narendra modi","IN","web",0
2007-05-01,"1","narendra modi","IN","web",0
2007-06-01,"1","narendra modi","IN","web",0
2007-07-01,"<1","narendra modi","IN","web",0
2007-08-01,"1","narendra modi","IN","web",0
2007-09-01,"1","narendra modi","IN","web",0
2007-10-01,"2","narendra modi","IN","web",0
2007-11-01,"3","narendra modi","IN","web",0
2007-12-01,"14","narendra modi","IN","web",0
2008-01-01,"3","narendra modi","IN","web",0
2008-02-01,"1","narendra modi","IN","web",0
2008-03-01,"1","narendra modi","IN","web",0
2008-04-01,"1","narendra modi","IN","web",0
2008-05-01,"1","narendra modi","IN","web",0
2008-06-01,"1","narendra modi","IN","web",0
2008-07-01,"1","narendra modi","IN","web",0
2008-08-01,"1","narendra modi","IN","web",0
2008-09-01,"2","narendra modi","IN","web",0
2008-10-01,"3","narendra modi","IN","web",0
2008-11-01,"2","narendra modi","IN","web",0
2008-12-01,"2","narendra modi","IN","web",0
2009-01-01,"3","narendra modi","IN","web",0
2009-02-01,"2","narendra modi","IN","web",0
2009-03-01,"3","narendra modi","IN","web",0
2009-04-01,"6","narendra modi","IN","web",0
2009-05-01,"4","narendra modi","IN","web",0
2009-06-01,"2","narendra modi","IN","web",0
2009-07-01,"2","narendra modi","IN","web",0
2009-08-01,"1","narendra modi","IN","web",0
2009-09-01,"2","narendra modi","IN","web",0
2009-10-01,"3","narendra modi","IN","web",0
2009-11-01,"2","narendra modi","IN","web",0
2009-12-01,"2","narendra modi","IN","web",0
2010-01-01,"2","narendra modi","IN","web",0
2010-02-01,"1","narendra modi","IN","web",0
2010-03-01,"4","narendra modi","IN","web",0
2010-04-01,"3","narendra modi","IN","web",0
2010-05-01,"2","narendra modi","IN","web",0
2010-06-01,"3","narendra modi","IN","web",0
2010-07-01,"2","narendra modi","IN","web",0
2010-08-01,"3","narendra modi","IN","web",0
2010-09-01,"3","narendra modi","IN","web",0
2010-10-01,"4","narendra modi","IN","web",0
2010-11-01,"3","narendra modi","IN","web",0
2010-12-01,"3","narendra modi","IN","web",0
2011-01-01,"3","narendra modi","IN","web",0
2011-02-01,"3","narendra modi","IN","web",0
2011-03-01,"3","narendra modi","IN","web",0
2011-04-01,"3","narendra modi","IN","web",0
2011-05-01,"2","narendra modi","IN","web",0
2011-06-01,"2","narendra modi","IN","web",0
2011-07-01,"2","narendra modi","IN","web",0
2011-08-01,"3","narendra modi","IN","web",0
2011-09-01,"11","narendra modi","IN","web",0
2011-10-01,"4","narendra modi","IN","web",0
2011-11-01,"3","narendra modi","IN","web",0
2011-12-01,"2","narendra modi","IN","web",0
2012-01-01,"3","narendra modi","IN","web",0
2012-02-01,"3","narendra modi","IN","web",0
2012-03-01,"4","narendra modi","IN","web",0
2012-04-01,"4","narendra modi","IN","web",0
2012-05-01,"4","narendra modi","IN","web",0
2012-06-01,"5","narendra modi","IN","web",0
2012-07-01,"5","narendra modi","IN","web",0
2012-08-01,"7","narendra modi","IN","web",0
2012-09-01,"9","narendra modi","IN","web",0
2012-10-01,"7","narendra modi","IN","web",0
2012-11-01,"8","narendra modi","IN","web",0
2012-12-01,"19","narendra modi","IN","web",0
2013-01-01,"7","narendra modi","IN","web",0
2013-02-01,"10","narendra modi","IN","web",0
2013-03-01,"11","narendra modi","IN","web",0
2013-04-01,"11","narendra modi","IN","web",0
2013-05-01,"7","narendra modi","IN","web",0
2013-06-01,"16","narendra modi","IN","web",0
2013-07-01,"17","narendra modi","IN","web",0
2013-08-01,"22","narendra modi","IN","web",0
2013-09-01,"40","narendra modi","IN","web",0
2013-10-01,"27","narendra modi","IN","web",0
2013-11-01,"25","narendra modi","IN","web",0
2013-12-01,"21","narendra modi","IN","web",0
2014-01-01,"19","narendra modi","IN","web",0
2014-02-01,"22","narendra modi","IN","web",0
2014-03-01,"26","narendra modi","IN","web",0
2014-04-01,"53","narendra modi","IN","web",0
2014-05-01,"100","narendra modi","IN","web",0
2014-06-01,"31","narendra modi","IN","web",0
2014-07-01,"19","narendra modi","IN","web",0
2014-08-01,"25","narendra modi","IN","web",0
2014-09-01,"40","narendra modi","IN","web",0
2014-10-01,"28","narendra modi","IN","web",0
2014-11-01,"27","narendra modi","IN","web",0
2014-12-01,"21","narendra modi","IN","web",0
2015-01-01,"21","narendra modi","IN","web",0
2015-02-01,"17","narendra modi","IN","web",0
2015-03-01,"11","narendra modi","IN","web",0
2015-04-01,"12","narendra modi","IN","web",0
2015-05-01,"14","narendra modi","IN","web",0
2015-06-01,"15","narendra modi","IN","web",0
2015-07-01,"13","narendra modi","IN","web",0
2015-08-01,"15","narendra modi","IN","web",0
2015-09-01,"20","narendra modi","IN","web",0
2015-10-01,"12","narendra modi","IN","web",0
2015-11-01,"15","narendra modi","IN","web",0
2015-12-01,"14","narendra modi","IN","web",0
2016-01-01,"11","narendra modi","IN","web",0
2016-02-01,"12","narendra modi","IN","web",0
2016-03-01,"11","narendra modi","IN","web",0
2016-04-01,"10","narendra modi","IN","web",0
2016-05-01,"12","narendra modi","IN","web",0
2016-06-01,"14","narendra modi","IN","web",0
2016-07-01,"11","narendra modi","IN","web",0
2016-08-01,"12","narendra modi","IN","web",0
2016-09-01,"15","narendra modi","IN","web",0
2016-10-01,"11","narendra modi","IN","web",0
2016-11-01,"43","narendra modi","IN","web",0
2016-12-01,"25","narendra modi","IN","web",0
2017-01-01,"15","narendra modi","IN","web",0
2017-02-01,"11","narendra modi","IN","web",0
2017-03-01,"14","narendra modi","IN","web",0
2017-04-01,"10","narendra modi","IN","web",0
2017-05-01,"10","narendra modi","IN","web",0
2017-06-01,"12","narendra modi","IN","web",0
2017-07-01,"13","narendra modi","IN","web",0
2017-08-01,"11","narendra modi","IN","web",0
2017-09-01,"15","narendra modi","IN","web",0
2017-10-01,"12","narendra modi","IN","web",0
2017-11-01,"10","narendra modi","IN","web",0
2017-12-01,"11","narendra modi","IN","web",0
2018-01-01,"9","narendra modi","IN","web",0
2018-02-01,"11","narendra modi","IN","web",0
2018-03-01,"9","narendra modi","IN","web",0
2018-04-01,"10","narendra modi","IN","web",0
2018-05-01,"11","narendra modi","IN","web",0
2018-06-01,"10","narendra modi","IN","web",0
2018-07-01,"10","narendra modi","IN","web",0
2018-08-01,"12","narendra modi","IN","web",0
2018-09-01,"12","narendra modi","IN","web",0
2018-10-01,"10","narendra modi","IN","web",0
2018-11-01,"11","narendra modi","IN","web",0
2018-12-01,"12","narendra modi","IN","web",0
2004-01-01,"0","youth empowerment","IN","web",0
2004-02-01,"0","youth empowerment","IN","web",0
2004-03-01,"0","youth empowerment","IN","web",0
2004-04-01,"0","youth empowerment","IN","web",0
2004-05-01,"0","youth empowerment","IN","web",0
2004-06-01,"0","youth empowerment","IN","web",0
2004-07-01,"0","youth empowerment","IN","web",0
2004-08-01,"72","youth empowerment","IN","web",0
2004-09-01,"0","youth empowerment","IN","web",0
2004-10-01,"0","youth empowerment","IN","web",0
2004-11-01,"0","youth empowerment","IN","web",0
2004-12-01,"0","youth empowerment","IN","web",0
2005-01-01,"0","youth empowerment","IN","web",0
2005-02-01,"67","youth empowerment","IN","web",0
2005-03-01,"0","youth empowerment","IN","web",0
2005-04-01,"66","youth empowerment","IN","web",0
2005-05-01,"0","youth empowerment","IN","web",0
2005-06-01,"53","youth empowerment","IN","web",0
2005-07-01,"100","youth empowerment","IN","web",0
2005-08-01,"0","youth empowerment","IN","web",0
2005-09-01,"48","youth empowerment","IN","web",0
2005-10-01,"47","youth empowerment","IN","web",0
2005-11-01,"50","youth empowerment","IN","web",0
2005-12-01,"0","youth empowerment","IN","web",0
2006-01-01,"40","youth empowerment","IN","web",0
2006-02-01,"0","youth empowerment","IN","web",0
2006-03-01,"35","youth empowerment","IN","web",0
2006-04-01,"0","youth empowerment","IN","web",0
2006-05-01,"0","youth empowerment","IN","web",0
2006-06-01,"0","youth empowerment","IN","web",0
2006-07-01,"47","youth empowerment","IN","web",0
2006-08-01,"29","youth empowerment","IN","web",0
2006-09-01,"58","youth empowerment","IN","web",0
2006-10-01,"0","youth empowerment","IN","web",0
2006-11-01,"0","youth empowerment","IN","web",0
2006-12-01,"0","youth empowerment","IN","web",0
2007-01-01,"49","youth empowerment","IN","web",0
2007-02-01,"0","youth empowerment","IN","web",0
2007-03-01,"0","youth empowerment","IN","web",0
2007-04-01,"0","youth empowerment","IN","web",0
2007-05-01,"18","youth empowerment","IN","web",0
2007-06-01,"0","youth empowerment","IN","web",0
2007-07-01,"26","youth empowerment","IN","web",0
2007-08-01,"25","youth empowerment","IN","web",0
2007-09-01,"17","youth empowerment","IN","web",0
2007-10-01,"24","youth empowerment","IN","web",0
2007-11-01,"33","youth empowerment","IN","web",0
2007-12-01,"0","youth empowerment","IN","web",0
2008-01-01,"15","youth empowerment","IN","web",0
2008-02-01,"15","youth empowerment","IN","web",0
2008-03-01,"14","youth empowerment","IN","web",0
2008-04-01,"14","youth empowerment","IN","web",0
2008-05-01,"13","youth empowerment","IN","web",0
2008-06-01,"65","youth empowerment","IN","web",0
2008-07-01,"0","youth empowerment","IN","web",0
2008-08-01,"0","youth empowerment","IN","web",0
2008-09-01,"49","youth empowerment","IN","web",0
2008-10-01,"0","youth empowerment","IN","web",0
2008-11-01,"0","youth empowerment","IN","web",0
2008-12-01,"18","youth empowerment","IN","web",0
2009-01-01,"23","youth empowerment","IN","web",0
2009-02-01,"24","youth empowerment","IN","web",0
2009-03-01,"11","youth empowerment","IN","web",0
2009-04-01,"21","youth empowerment","IN","web",0
2009-05-01,"20","youth empowerment","IN","web",0
2009-06-01,"14","youth empowerment","IN","web",0
2009-07-01,"9","youth empowerment","IN","web",0
2009-08-01,"9","youth empowerment","IN","web",0
2009-09-01,"19","youth empowerment","IN","web",0
2009-10-01,"10","youth empowerment","IN","web",0
2009-11-01,"57","youth empowerment","IN","web",0
2009-12-01,"22","youth empowerment","IN","web",0
2010-01-01,"18","youth empowerment","IN","web",0
2010-02-01,"18","youth empowerment","IN","web",0
2010-03-01,"8","youth empowerment","IN","web",0
2010-04-01,"17","youth empowerment","IN","web",0
2010-05-01,"9","youth empowerment","IN","web",0
2010-06-01,"13","youth empowerment","IN","web",0
2010-07-01,"14","youth empowerment","IN","web",0
2010-08-01,"15","youth empowerment","IN","web",0
2010-09-01,"11","youth empowerment","IN","web",0
2010-10-01,"23","youth empowerment","IN","web",0
2010-11-01,"8","youth empowerment","IN","web",0
2010-12-01,"7","youth empowerment","IN","web",0
2011-01-01,"14","youth empowerment","IN","web",0
2011-02-01,"15","youth empowerment","IN","web",0
2011-03-01,"15","youth empowerment","IN","web",0
2011-04-01,"12","youth empowerment","IN","web",0
2011-05-01,"11","youth empowerment","IN","web",0
2011-06-01,"3","youth empowerment","IN","web",0
2011-07-01,"6","youth empowerment","IN","web",0
2011-08-01,"10","youth empowerment","IN","web",0
2011-09-01,"8","youth empowerment","IN","web",0
2011-10-01,"6","youth empowerment","IN","web",0
2011-11-01,"3","youth empowerment","IN","web",0
2011-12-01,"4","youth empowerment","IN","web",0
2012-01-01,"9","youth empowerment","IN","web",0
2012-02-01,"11","youth empowerment","IN","web",0
2012-03-01,"8","youth empowerment","IN","web",0
2012-04-01,"9","youth empowerment","IN","web",0
2012-05-01,"6","youth empowerment","IN","web",0
2012-06-01,"5","youth empowerment","IN","web",0
2012-07-01,"7","youth empowerment","IN","web",0
2012-08-01,"9","youth empowerment","IN","web",0
2012-09-01,"11","youth empowerment","IN","web",0
2012-10-01,"13","youth empowerment","IN","web",0
2012-11-01,"7","youth empowerment","IN","web",0
2012-12-01,"4","youth empowerment","IN","web",0
2013-01-01,"12","youth empowerment","IN","web",0
2013-02-01,"17","youth empowerment","IN","web",0
2013-03-01,"10","youth empowerment","IN","web",0
2013-04-01,"8","youth empowerment","IN","web",0
2013-05-01,"7","youth empowerment","IN","web",0
2013-06-01,"16","youth empowerment","IN","web",0
2013-07-01,"9","youth empowerment","IN","web",0
2013-08-01,"8","youth empowerment","IN","web",0
2013-09-01,"16","youth empowerment","IN","web",0
2013-10-01,"10","youth empowerment","IN","web",0
2013-11-01,"13","youth empowerment","IN","web",0
2013-12-01,"12","youth empowerment","IN","web",0
2014-01-01,"15","youth empowerment","IN","web",0
2014-02-01,"16","youth empowerment","IN","web",0
2014-03-01,"14","youth empowerment","IN","web",0
2014-04-01,"10","youth empowerment","IN","web",0
2014-05-01,"11","youth empowerment","IN","web",0
2014-06-01,"11","youth empowerment","IN","web",0
2014-07-01,"11","youth empowerment","IN","web",0
2014-08-01,"9","youth empowerment","IN","web",0
2014-09-01,"9","youth empowerment","IN","web",0
2014-10-01,"7","youth empowerment","IN","web",0
2014-11-01,"11","youth empowerment","IN","web",0
2014-12-01,"9","youth empowerment","IN","web",0
2015-01-01,"10","youth empowerment","IN","web",0
2015-02-01,"7","youth empowerment","IN","web",0
2015-03-01,"8","youth empowerment","IN","web",0
2015-04-01,"5","youth empowerment","IN","web",0
2015-05-01,"6","youth empowerment","IN","web",0
2015-06-01,"7","youth empowerment","IN","web",0
2015-07-01,"8","youth empowerment","IN","web",0
2015-08-01,"14","youth empowerment","IN","web",0
2015-09-01,"10","youth empowerment","IN","web",0
2015-10-01,"7","youth empowerment","IN","web",0
2015-11-01,"7","youth empowerment","IN","web",0
2015-12-01,"6","youth empowerment","IN","web",0
2016-01-01,"11","youth empowerment","IN","web",0
2016-02-01,"7","youth empowerment","IN","web",0
2016-03-01,"9","youth empowerment","IN","web",0
2016-04-01,"8","youth empowerment","IN","web",0
2016-05-01,"5","youth empowerment","IN","web",0
2016-06-01,"5","youth empowerment","IN","web",0
2016-07-01,"8","youth empowerment","IN","web",0
2016-08-01,"12","youth empowerment","IN","web",0
2016-09-01,"10","youth empowerment","IN","web",0
2016-10-01,"8","youth empowerment","IN","web",0
2016-11-01,"8","youth empowerment","IN","web",0
2016-12-01,"7","youth empowerment","IN","web",0
2017-01-01,"10","youth empowerment","IN","web",0
2017-02-01,"9","youth empowerment","IN","web",0
2017-03-01,"9","youth empowerment","IN","web",0
2017-04-01,"7","youth empowerment","IN","web",0
2017-05-01,"4","youth empowerment","IN","web",0
2017-06-01,"4","youth empowerment","IN","web",0
2017-07-01,"6","youth empowerment","IN","web",0
2017-08-01,"10","youth empowerment","IN","web",0
2017-09-01,"9","youth empowerment","IN","web",0
2017-10-01,"6","youth empowerment","IN","web",0
2017-11-01,"7","youth empowerment","IN","web",0
2017-12-01,"3","youth empowerment","IN","web",0
2018-01-01,"6","youth empowerment","IN","web",0
2018-02-01,"6","youth empowerment","IN","web",0
2018-03-01,"7","youth empowerment","IN","web",0
2018-04-01,"10","youth empowerment","IN","web",0
2018-05-01,"9","youth empowerment","IN","web",0
2018-06-01,"5","youth empowerment","IN","web",0
2018-07-01,"9","youth empowerment","IN","web",0
2018-08-01,"8","youth empowerment","IN","web",0
2018-09-01,"8","youth empowerment","IN","web",0
2018-10-01,"5","youth empowerment","IN","web",0
2018-11-01,"5","youth empowerment","IN","web",0
2018-12-01,"6","youth empowerment","IN","web",0
